店名,業種,サービス,郵便番号,住所,電話番号
タダデンキ,家電販売店,"さいコイン,たまポン,出産・子育て,限定たまポン",3360042,さいたま市南区大谷口５４８０,0488730377
アイメガネ南浦和店,眼鏡・コンタクト販売,"さいコイン,たまポン,出産・子育て,限定たまポン",3360017,さいたま市南区南浦和3-2-5ﾄﾞｺﾓｼｮｯﾌﾟ南浦和店   1F,0488850001
メガネのワコー南浦和店,眼鏡・コンタクト販売,"さいコイン,たまポン,出産・子育て,限定たまポン",3360018,さいたま市南区南本町2ー1ー2プラザマツヤ2F,0488375882
ベストメガネコンタクト武蔵浦和ファーストタワー店,眼鏡・コンタクト販売,"さいコイン,たまポン,出産・子育て,限定たまポン",3360021,さいたま市南区別所7-2-1メディカルセンター1階,0488299091
ベストメガネコンタクト武蔵浦和駅前店,眼鏡・コンタクト販売,"さいコイン,たまポン,出産・子育て,限定たまポン",3360027,さいたま市南区 沼影１丁目１０番地１号ラムザタワー２階,0120405488
パリミキ   ザ・マーケットプレイス武蔵浦和店,眼鏡・コンタクト販売,"さいコイン,出産・子育て",3360027,さいたま市南区 沼影１丁目８番地１８号ザ・マーケットプレイス武蔵浦和３Ｆ,0486215320
バーレベルストック南浦和,居酒屋・Bar,"ふるさとたまポン,さいコイン,たまポン,限定たまポン",3360017,さいたま市南区 南浦和2丁目18番12号1F,0488816008
708,居酒屋・Bar,"ふるさとたまポン,さいコイン,たまポン,限定たまポン",3360017,さいたま市南区 南浦和2丁目30番地10,0488870708
わら焼き   おもてなし家（南浦和店）,居酒屋・Bar,"ふるさとたまポン,さいコイン,たまポン,限定たまポン",3360017,さいたま市南区南浦和2-27-12アビアントビル,0487897715
千年の宴南浦和西口駅前店,居酒屋・Bar,"さいコイン,たまポン,限定たまポン",3360018,さいたま市南区南本町１ー２ー７ユーエスビル 3階,0488651988
みつえちゃん南浦和西口駅前店,居酒屋・Bar,"さいコイン,たまポン,限定たまポン",3360018,さいたま市南区南本町１ー２ー７ユーエスビル 2階,0488657688
目利きの銀次南浦和西口駅前店,居酒屋・Bar,"さいコイン,たまポン,限定たまポン",3360018,さいたま市南区南本町１ー２ー７ユーエスビル 2階,0488657688
TommommiC,居酒屋・Bar,"ふるさとたまポン,さいコイン,たまポン,限定たまポン",3360025,さいたま市南区文蔵2-1-4ロイヤルコーポラス1階C号室,0488652872
魚民武蔵浦和駅前店,居酒屋・Bar,"さいコイン,たまポン,限定たまポン",3360027,さいたま市南区沼影１ー８ー１７武蔵浦和ラーメン館 2階,0488381588
かみふうせん武蔵浦和西口駅前店,居酒屋・Bar,"さいコイン,たまポン,限定たまポン",3360027,さいたま市南区沼影１ー８ー１７武蔵浦和ラーメン館 2階,0488630788
さいたま市谷田支所,行政機関,"さいコイン,出産・子育て",3360015,さいたま市南区大字太田窪１２７７－１,0488859616
さいたま市南浦和コミュニティセンター,行政機関,"さいコイン,出産・子育て",3360016,さいたま市南区大谷場２－６－２５,0488865856
さいたま市南浦和駅市民の窓口,行政機関,"さいコイン,出産・子育て",3360017,さいたま市南区南浦和２－３７－１,0488664761
さいたま市武蔵浦和コミュニティセンター,行政機関,"さいコイン,出産・子育て",3360021,さいたま市南区別所７－２０－１サウスピア８階,0488447215
さいたま市武蔵浦和保育園,行政機関,"さいコイン,出産・子育て",3360031,さいたま市南区鹿手袋４－１－１２,0488373411
さいたま市南区役所市税の窓口,行政機関,"さいコイン,出産・子育て",3368586,さいたま市南区別所７－２０－１,0488291386
さいたま市南区役所区民課,行政機関,"さいコイン,出産・子育て",3368586,さいたま市南区別所７－２０－１,0488447144
さいたま市南区役所くらし応援室,行政機関,"さいコイン,出産・子育て",3368586,さいたま市南区別所７－２０－１,0488447137
さいたま市南区役所保険年金課,行政機関,"さいコイン,出産・子育て",3368586,さいたま市南区別所７－２０－１,0488447183
さいたま市南区役所情報公開コーナー,行政機関,"さいコイン,出産・子育て",3368586,さいたま市南区別所７－２０－１,0488447137
UCc浦和サイクルセンター,自動車バイク自転車販売・整備,"さいコイン,たまポン,出産・子育て,限定たまポン",3360021,さいたま市南区 別所３丁目１番３号,0488617033
セルフ別所,自動車バイク自転車販売・整備,"さいコイン,たまポン,出産・子育て,限定たまポン",3360021,さいたま市南区別所２ー２ー２,0488373344
SHUNA   サイクルショップ,自動車バイク自転車販売・整備,"さいコイン,たまポン,出産・子育て,限定たまポン",3360021,さいたま市南区 別所１丁目１２－１１,0488371747
セオサイクル南浦和店,自動車バイク自転車販売・整備,"さいコイン,たまポン,出産・子育て,限定たまポン",3360025,さいたま市南区 文蔵二丁目１６番１３号,0488636571
マイネッツさいたま南,自動車バイク自転車販売・整備,"さいコイン,たまポン,出産・子育て,限定たまポン",3360027,さいたま市南区 沼影２丁目５番地２１号,0487109991
セオサイクル武蔵浦和店,自動車バイク自転車販売・整備,"さいコイン,たまポン,出産・子育て,限定たまポン",3360027,さいたま市南区 沼影1丁目27番5号,0488629595
サイクルベースあさひ武蔵浦和店,自動車バイク自転車販売・整備,"さいコイン,たまポン,出産・子育て,限定たまポン",3360032,さいたま市南区四谷１ー６ー３,0488443120
セルフ浦和大谷口,自動車バイク自転車販売・整備,"さいコイン,たまポン,出産・子育て,限定たまポン",3360042,さいたま市南区大谷口２５５１,0487676125
サイクルベースあさひさいたま円正寺店,自動車バイク自転車販売・整備,"さいコイン,たまポン,出産・子育て,限定たまポン",3360043,さいたま市南区円正寺１２５,0488135500
URAWAのワイン館,酒類販売,"さいコイン,たまポン,限定たまポン",3360021,さいたま市南区 別所3丁目4-1結晶ビル103,05017220377
稲荷屋商店,酒類販売,"さいコイン,たまポン,限定たまポン",3360024,さいたま市南区根岸5-24-5,0488623870
十一屋酒店,酒類販売,"さいコイン,たまポン,限定たまポン",3360024,さいたま市南区 根岸２丁目10番3号,0488616641
株式会社ホテルニュー埼玉,宿泊施設,"ふるさとたまポン,さいコイン,たまポン,出産・子育て,限定たまポン",3360017,さいたま市南区南浦和２ー４４ー１７,0488842111
ヘリテイジ浦和別所沼会館,宿泊施設,"ふるさとたまポン,さいコイン,たまポン,出産・子育て,限定たまポン",3360021,さいたま市南区 別所４ー１４ー１０,0488615219
埼玉県産品ショップ,食料品・日用品,"さいコイン,たまポン,出産・子育て,限定たまポン",3360016,さいたま市南区大谷場一丁目８番４２号浦和競馬組合内,0486474033
三州総本舗   南浦和店,食料品・日用品,"さいコイン,たまポン,出産・子育て,限定たまポン",3360017,さいたま市南区南浦和２ー３３ー１５シャイン南浦和1F,0488815388
彩果の宝石   南浦和店,食料品・日用品,"さいコイン,たまポン,出産・子育て,限定たまポン",3360017,さいたま市南区南浦和２ー３９ー１３伸和ビル1F,0488131570
清水商店,食料品・日用品,"さいコイン,たまポン,出産・子育て,限定たまポン",3360017,さいたま市南区 南浦和２丁目１７番地８号,0488829320
ｍａｒｕ   ｂｅｇｅｌ,食料品・日用品,"さいコイン,たまポン,出産・子育て,限定たまポン",3360017,さいたま市南区 南浦和３丁目４４番４号,05035521405
ブーランジェベーグ南浦和,食料品・日用品,"さいコイン,たまポン,出産・子育て,限定たまポン",3360018,さいたま市南区南本町1-7-4丸広百貨店南浦和店1階,0487993777
フレンズネット,食料品・日用品,"さいコイン,たまポン,出産・子育て,限定たまポン",3360021,さいたま市南区 別所３丁目１６番地９,0488441311
お魚マルシェ   うおっこ,食料品・日用品,"さいコイン,たまポン,出産・子育て,限定たまポン",3360021,さいたま市南区 別所3丁目19番16号櫻本ビル１階,0487673941
米粉入りベーグル専門店『WAベーグル』,食料品・日用品,"さいコイン,たまポン,出産・子育て,限定たまポン",3360023,さいたま市南区 神明1-10-15メゾン・ド・コリン１Ｆ,0488446313
櫻井青果＆アジア食品,食料品・日用品,"さいコイン,たまポン,出産・子育て,限定たまポン",3360026,さいたま市南区辻3-2-25-102,0487678777
丸山青果店,食料品・日用品,"さいコイン,たまポン,出産・子育て,限定たまポン",3360031,さいたま市南区鹿手袋6丁目５番２７号,0488381729
西友中浦和店,食料品・日用品,"さいコイン,出産・子育て",3360038,さいたま市南区 関1-1-11店舗,0488388351
悠鍼伮院・悠整骨院,整体・整骨院・鍼伮院・リラクゼーション,"さいコイン,たまポン,出産・子育て,限定たまポン",3360015,さいたま市南区 太田窪１８４８ー９,0488875566
おだゆうじカイロプラクティック施術院,整体・整骨院・鍼伮院・リラクゼーション,"さいコイン,たまポン,出産・子育て,限定たまポン",3360015,さいたま市南区 太田窪5-21-10,0487623103
サンテ整骨院,整体・整骨院・鍼伮院・リラクゼーション,"さいコイン,たまポン,出産・子育て,限定たまポン",3360017,さいたま市南区 南浦和２ー４１ー２イザワ薬局ビル1F-2,0487675258
Ｓａｐｈａｎ,整体・整骨院・鍼伮院・リラクゼーション,"さいコイン,たまポン,出産・子育て,限定たまポン",3360017,さいたま市南区 南浦和２ー３８ー４,0487111178
けんせい整骨院,整体・整骨院・鍼伮院・リラクゼーション,"さいコイン,たまポン,出産・子育て,限定たまポン",3360017,さいたま市南区南浦和２ー４１ー１９,0488810584
和み治療院,整体・整骨院・鍼伮院・リラクゼーション,"さいコイン,たまポン,出産・子育て,限定たまポン",3360017,さいたま市南区南浦和２ー４２ー１６パークサイドハウス1階,0487539233
コラソン整体,整体・整骨院・鍼伮院・リラクゼーション,"さいコイン,たまポン,出産・子育て,限定たまポン",3360017,さいたま市南区南浦和2-40-7-201,0488266757
ゆいゆい整骨院/距骨サロン南浦和店,整体・整骨院・鍼伮院・リラクゼーション,"さいコイン,たまポン,出産・子育て,限定たまポン",3360017,さいたま市南区 南浦和１－２９－１７１０３,0488297226
セラピーハウスタントン南浦和,整体・整骨院・鍼伮院・リラクゼーション,"さいコイン,たまポン,出産・子育て,限定たまポン",3360017,さいたま市南区 南浦和２丁目２７番８号第３宮田ビル１階,0488827267
あおば治療院,整体・整骨院・鍼伮院・リラクゼーション,"さいコイン,たまポン,出産・子育て,限定たまポン",3360017,さいたま市南区 南浦和2-32-8,0488815553
あいぜん鍼伮治療院,整体・整骨院・鍼伮院・リラクゼーション,"さいコイン,たまポン,出産・子育て,限定たまポン",3360018,さいたま市南区 南本町一丁目三番地四号,0487993164
ゆくりの森整体院,整体・整骨院・鍼伮院・リラクゼーション,"さいコイン,たまポン,出産・子育て,限定たまポン",3360021,さいたま市南区 別所6丁目13番9号アドバンシテイ１０１号室,0487676898
Blossomはりきゅう治療院スポーツ整体,整体・整骨院・鍼伮院・リラクゼーション,"さいコイン,たまポン,出産・子育て,限定たまポン",3360021,さいたま市南区 別所３丁目４番地１号結晶ビル２０４,0488297704
【美腸活×女性ホルモン活性化】FEMOON 武蔵浦和店,整体・整骨院・鍼伮院・リラクゼーション,"さいコイン,たまポン,出産・子育て,限定たまポン",3360022,さいたま市南区 白幡５丁目６番地４号ヴォンヴェール武蔵浦和３０１,09093608709
指圧マッサージの店ホッとひといき,整体・整骨院・鍼伮院・リラクゼーション,"さいコイン,たまポン,出産・子育て,限定たまポン",3360025,さいたま市南区 文蔵２丁目２４番２号ティアラフォーレ１階店舗,0488642966
ハロー薬局南浦和3号店,調剤薬局,"さいコイン,たまポン,出産・子育て,限定たまポン",3360017,さいたま市南区 南浦和２丁目４０番地１３号パークパレス103,0488138677
ハロー薬局   南浦和店,調剤薬局,"さいコイン,たまポン,出産・子育て,限定たまポン",3360017,さいたま市南区南浦和２ー４４ー９ー１階,0488811590
ひばり薬局   四谷店,調剤薬局,"さいコイン,たまポン,出産・子育て,限定たまポン",3360032,さいたま市南区四谷2-1-5,0487105283
ゆず薬局,調剤薬局,"さいコイン,たまポン,出産・子育て,限定たまポン",3360038,さいたま市南区関１丁目８番地３号,0488382233
あず小鳥の診療所,動物病院,"さいコイン,たまポン,限定たまポン",3360017,さいたま市南区 南浦和二丁目14番地の12,0488166996
ヘアサロン   バンビ,美容院・理容院,"さいコイン,たまポン,出産・子育て,限定たまポン",3360017,さいたま市南区 南浦和１丁目３３番地１７号,0488824443
フライングエッグおちあい,美容院・理容院,"さいコイン,たまポン,出産・子育て,限定たまポン",3360017,さいたま市南区南浦和３ー５ー７,0488820398
美容室   あんくす,美容院・理容院,"さいコイン,たまポン,出産・子育て,限定たまポン",3360017,さいたま市南区 南浦和２－３８－７富士見ビル   ２F,0488811611
OTO'S HAIR,美容院・理容院,"さいコイン,たまポン,出産・子育て,限定たまポン",3360017,さいたま市南区 南浦和2-28-11三進ビル1階,0488833751
Hair Resort Asia,美容院・理容院,"さいコイン,たまポン,出産・子育て,限定たまポン",3360017,さいたま市南区 南浦和2丁目27番地1号エバープラザ102,0488874121
ヘアレスキューつや髪中浦和店,美容院・理容院,"さいコイン,たまポン,出産・子育て,限定たまポン",3360021,さいたま市南区別所３ー３２ー１別所コーポ102,0487896679
ヘアレスキューつや髪本店,美容院・理容院,"さいコイン,たまポン,出産・子育て,限定たまポン",3360022,さいたま市南区白幡１ー４ー１1F,0487116227
Hair Resort Asia grande,美容院・理容院,"さいコイン,たまポン,出産・子育て,限定たまポン",3360022,さいたま市南区白幡３ー１０ー１１細淵ビル201,0488299185
髪質改善サロンVENUS,美容院・理容院,"さいコイン,たまポン,出産・子育て,限定たまポン",3360032,さいたま市南区四谷３ー１ー３1F,0487111413
資生堂ゾートスサロン   トワ・エ・モア,美容院・理容院,"さいコイン,たまポン,出産・子育て,限定たまポン",3360032,さいたま市南区 四谷2丁目6番地26,0488399466
マルエツ南浦和東口,百貨店・スーパー・ホームセンター,"さいコイン,出産・子育て",3360017,さいたま市南区南浦和2ー44ー1,0488876131
マルエツ武蔵浦和,百貨店・スーパー・ホームセンター,"さいコイン,出産・子育て",3360021,さいたま市南区別所7ー12ー1,0488668931
オーケー武蔵浦和店,百貨店・スーパー・ホームセンター,"さいコイン,出産・子育て",3360022,さいたま市南区 白幡1丁目15番25号,0487628278
コープ南浦和店,百貨店・スーパー・ホームセンター,"さいコイン,たまポン,出産・子育て,限定たまポン",3360024,さいたま市南区根岸2丁目11－12,0488641166
マルエツナリア武蔵浦和,百貨店・スーパー・ホームセンター,"さいコイン,出産・子育て",3360027,さいたま市南区沼影1ー12ー1,0488397651
コープ武蔵浦和店,百貨店・スーパー・ホームセンター,"さいコイン,たまポン,出産・子育て,限定たまポン",3360033,さいたま市南区 曲本４丁目４番７号,0488361781
ベルクス浦和南店,百貨店・スーパー・ホームセンター,"さいコイン,出産・子育て",3360034,さいたま市南区内谷7ー13ー8,0488388719
島忠ホームズ浦和南店,百貨店・スーパー・ホームセンター,"さいコイン,たまポン,出産・子育て,限定たまポン",3360034,さいたま市南区内谷7-12-5,05017124344
南浦和つながりクリニック,病院・診療所,"さいコイン,たまポン,出産・子育て,限定たまポン",3360017,さいたま市南区 南浦和2丁目27番12号アビアント3F,0488834591
西川仏具店,仏具販売,"さいコイン,たまポン,出産・子育て,限定たまポン",3360026,さいたま市南区辻４－２０－１４,0488646469
須原屋武蔵浦和店,文具・書籍販売,"さいコイン,たまポン,出産・子育て,限定たまポン",3360021,さいたま市南区別所7-6-8-209ライブタワー２Ｆ,0488720550
須原屋ビーンズ武蔵浦和店,文具・書籍販売,"さいコイン,たまポン,出産・子育て,限定たまポン",3360021,さいたま市南区別所7-12-1（改札内）,0487118113
キグナス東浦和サービスステーション,ガソリンスタンド,"さいコイン,たまポン,出産・子育て,限定たまポン",3360926,さいたま市緑区 東浦和7丁目5番地４,0488743802
山田うどん食堂北宿店,カフェ・飲食店,"さいコイン,たまポン,出産・子育て,限定たまポン",3360911,さいたま市 緑区 三室２１６８ー１,0488746256
ステーキのどん浦和三室店,カフェ・飲食店,"さいコイン,たまポン,出産・子育て,限定たまポン",3360911,さいたま市緑区 三室１２０２－２,0487125610
安楽亭浦和三室店,カフェ・飲食店,"さいコイン,たまポン,出産・子育て,限定たまポン",3360911,さいたま市緑区三室321-1,0488759929
中国料理桃花園,カフェ・飲食店,"ふるさとたまポン,さいコイン,たまポン,出産・子育て,限定たまポン",3360918,さいたま市緑区 松木2丁目9番1号,0488751651
山田うどん食堂大間木店,カフェ・飲食店,"さいコイン,たまポン,出産・子育て,限定たまポン",3360923,さいたま市 緑区 大間木８２４ー１５,0488740810
TOUJOURS,カフェ・飲食店,"さいコイン,たまポン,出産・子育て,限定たまポン",3360923,さいたま市緑区大間木７３７ー３,07083990656
パボーロ   パブーロ,カフェ・飲食店,"ふるさとたまポン,さいコイン,たまポン,出産・子育て,限定たまポン",3360926,さいたま市緑区 東浦和２丁目４６番地１２号,0488755689
吉野家   東浦和店,カフェ・飲食店,"さいコイン,たまポン,出産・子育て,限定たまポン",3360926,さいたま市緑区東浦和８ー１ー１３,0488104631
C's coffee,カフェ・飲食店,"さいコイン,たまポン,出産・子育て,限定たまポン",3360926,さいたま市緑区東浦和１ー２２ー１exビル1F,0487118701
楓の音,カフェ・飲食店,"ふるさとたまポン,さいコイン,たまポン,出産・子育て,限定たまポン",3360926,さいたま市緑区東浦和4-12-7,0488741838
キッチンオリジン東浦和店,カフェ・飲食店,"さいコイン,たまポン,出産・子育て,限定たまポン",3360926,さいたま市緑区東浦和４－８－７,0487124100
カルニチン堂,カフェ・飲食店,"ふるさとたまポン,さいコイン,たまポン,出産・子育て,限定たまポン",3360926,さいたま市緑区 東浦和4-8-8,0486730007
来居夢,カフェ・飲食店,"ふるさとたまポン,さいコイン,たまポン,出産・子育て,限定たまポン",3360926,さいたま市緑区 東浦和1ー1ー1,0488760909
カレーハウスCoCo壱番屋   ＪＲ東浦和駅前店,カフェ・飲食店,"さいコイン,たまポン,出産・子育て,限定たまポン",3360926,さいたま市緑区 東浦和5丁目1番地11号,0488737000
焼肉八山,カフェ・飲食店,"ふるさとたまポン,さいコイン,たまポン,出産・子育て,限定たまポン",3360926,さいたま市緑区 東浦和4丁目27番地2,0488745801
からあげ専門店 鶏笑 浦和本店,カフェ・飲食店,"さいコイン,たまポン,出産・子育て,限定たまポン",3360931,さいたま市緑区 原山2-5-26,0488823333
台湾から揚げとパイクー専門店   桃園,カフェ・飲食店,"ふるさとたまポン,さいコイン,たまポン,出産・子育て,限定たまポン",3360931,さいたま市緑区 原山３丁目９番１７号,0488821127
北海道生まれ   和食処とんでん原山店,カフェ・飲食店,"さいコイン,たまポン,出産・子育て,限定たまポン",3360932,さいたま市緑区中尾249-1,0488744093
スシロー浦和中尾店,カフェ・飲食店,"さいコイン,出産・子育て",3360932,さいたま市緑区中尾3720クイズゲート浦和1F,0487123351
カレーハウスCoCo壱番屋浦和中尾店,カフェ・飲食店,"さいコイン,たまポン,出産・子育て,限定たまポン",3360932,さいたま市緑区 中尾795-1,0488105688
リンガーハット浦和中尾店,カフェ・飲食店,"さいコイン,たまポン,出産・子育て,限定たまポン",3360932,さいたま市緑区 中尾971-3,0488101296
CAFE Gii,カフェ・飲食店,"ふるさとたまポン,さいコイン,たまポン,出産・子育て,限定たまポン",3360932,さいたま市緑区 中尾365-11F,0487161184
山田うどん食堂大門店,カフェ・飲食店,"さいコイン,たまポン,出産・子育て,限定たまポン",3360964,さいたま市 緑区 東大門２ー２ー１,0488782231
トラットリアエストポルトーネ,カフェ・飲食店,"ふるさとたまポン,さいコイン,たまポン,出産・子育て,限定たまポン",3360964,さいたま市緑区東大門２ー２２ー２,0486281499
焼肉きんぐ 浦和美園店,カフェ・飲食店,"さいコイン,たまポン,出産・子育て,限定たまポン",3360967,さいたま市緑区美園６ー６ー１３,0488121177
徳樹庵   浦和美園店,カフェ・飲食店,"さいコイン,たまポン,出産・子育て,限定たまポン",3360967,さいたま市緑区美園6-11-11,0488126711
かつ敏浦和美園店,カフェ・飲食店,"さいコイン,たまポン,出産・子育て,限定たまポン",3360967,さいたま市緑区美園5丁目46番地9,0487967897
スシロー浦和美園店,カフェ・飲食店,"さいコイン,出産・子育て",3360967,さいたま市緑区 美園6ー8ー2,0488121133
いしがまやハンバーグ   イオンモール浦和美園,カフェ・飲食店,"さいコイン,出産・子育て",3368760,さいたま市緑区美園５ー５０ー１イオンモール浦和美園,0488126550
VEGEGOオヌレシクタン&CAFÉ   イオンモール浦和美園,カフェ・飲食店,"さいコイン,出産・子育て",3368760,さいたま市緑区美園５ー５０ー１イオンモール浦和美園,0487115123
天丼大島屋イオンモール浦和美園店,カフェ・飲食店,"さいコイン,出産・子育て",3368760,さいたま市緑区 美園5丁目50番地1イオンモール浦和美園   １F,0487675561
おひつごはん四六時中   イオンモール浦和美園,カフェ・飲食店,"さいコイン,出産・子育て",3368760,さいたま市緑区美園5-50-1イオンモール浦和美園,08071783363
クリーニング彩,クリーニング業,"さいコイン,たまポン,出産・子育て,限定たまポン",3360911,さいたま市緑区 三室2199番地1号,0488761448
スカット東浦和駅前店,クリーニング業,"さいコイン,たまポン,出産・子育て,限定たまポン",3360926,さいたま市緑区東浦和1ー15ー8,0488752622
セブンイレブンさいたま大門北店,コンビニエンスストア,"さいコイン,たまポン,出産・子育て,限定たまポン",3360963,さいたま市緑区 大門東裏２７０７番,0488786711
ゴルフドゥ！NEXTさいたま三室店,スポーツ用品販売,"さいコイン,たまポン,出産・子育て,限定たまポン",3360911,さいたま市緑区三室１２１５ー１,0487118950
民間救急   仁   ＥＭＴ,その他,"さいコイン,たまポン,出産・子育て",3360911,さいたま市緑区 三室701ー2,07090943162
民間救急   仁   ＥＭＴ,その他,"さいコイン,たまポン,出産・子育て,限定たまポン",3360911,さいたま市緑区 三室701ー2,07090943162
ドラッグストアセキ   三室店,その他,"さいコイン,たまポン,出産・子育て,限定たまポン",3360911,さいたま市緑区 三室2449番地15,0487993610
ダスキン浦和東,その他,"さいコイン,たまポン,出産・子育て,限定たまポン",3360912,さいたま市緑区 馬場２ー３ー１２,0488744681
アトリエ花の衣,その他,"さいコイン,たまポン,出産・子育て,限定たまポン",3360923,さいたま市緑区 大字大間木449番地1,09061884408
コナカ東浦和店,その他,"さいコイン,たまポン,出産・子育て,限定たまポン",3360923,さいたま市緑区 大間木589,0488753232
西松屋チェーン   東浦和店,その他,"さいコイン,たまポン,出産・子育て,限定たまポン",3360923,さいたま市緑区大間木2丁目1番地9,08035959166
ホームクリエイト,その他,"さいコイン,たまポン,出産・子育て,限定たまポン",3360926,さいたま市緑区東浦和７丁目２番地１３,0488746004
パティスリーCABO,その他,"さいコイン,たまポン,出産・子育て,限定たまポン",3360926,さいたま市緑区 東浦和１ー６ー１７,0488757880
セオサイクル東浦和店,その他,"さいコイン,たまポン,出産・子育て,限定たまポン",3360926,さいたま市緑区 東浦和１ー１５ー８タキザワハイツ101,0488749553
T・O・Pパン教室,その他,"さいコイン,たまポン,出産・子育て,限定たまポン",3360926,さいたま市緑区東浦和４ー５ー１パークハイム101,0486754657
パティスリータケモト,その他,"さいコイン,たまポン,出産・子育て,限定たまポン",3360926,さいたま市緑区 東浦和2-72-1イーストヴィレッジ   １F,0487648682
西川チェーン加納屋,その他,"さいコイン,たまポン,出産・子育て,限定たまポン",3360931,さいたま市緑区 原山２丁目２番１１号,0488812706
Dog salon famille,その他,"さいコイン,たまポン,限定たまポン",3360932,さいたま市緑区中尾９８ー７,0487111202
西松屋チェーン   クイズゲート浦和店,その他,"さいコイン,出産・子育て",3360932,さいたま市緑区中尾不動谷3720,08071153093
アーバンデザインセンターみその,その他,"さいコイン,たまポン,出産・子育て,限定たまポン",3360962,さいたま市緑区 下野田494-1オークリーフ1F,0488120301
Y.K PIANO FACTORY,その他,"さいコイン,たまポン,出産・子育て,限定たまポン",3360963,さいたま市緑区 大門1679,0487050440
OYATSUBOSHI,その他,"さいコイン,たまポン,出産・子育て,限定たまポン",3360964,さいたま市緑区 東大門２丁目１５番地１号,09034589968
フォトスタジオラピナス美園店,その他,"さいコイン,たまポン,出産・子育て,限定たまポン",3360967,さいたま市緑区美園４ー７ー３リーゼブロンシュ1階,0487113750
