名称,主たる事業,区分,設備おむつ交換,設備授乳,設備その他,設備内容,箇所数,設置場所,特徴,郵便番号,市区町村,住所,電話番号,FAX,メール,営業時間,定休日,URL,PR（赤ちゃんの駅）
所沢市桑の実本郷保育園,保育事業,教育・習い事,○,○,×,,2,"【おむつ交換】１階トイレ
【授乳】事務室",,359-0022,所沢市,所沢市本郷269-1,04-2946-8717,,,,,,
所沢市上下水道局庁舎,上下水道事業,公共施設,○,○,○,ベビーキープ(1階多目的トイレ)、ベビーベッド,1,【おむつ交換+授乳】専用ルーム(搾乳できます),「赤ちゃんの駅」をご利用の際は、2F総務課にお声がけください。,359-1143,所沢市,所沢市宮本町2-21-4,04-2921-1084,04-2921-1094,b9211084@city.tokorozawa.lg.jp,平日(月～金)　8:30～17:15,土日祝日、年末年始等の閉庁日,http://www.city.tokorozawa.saitama.jp/,近隣に公園もありますので、お気軽にご利用ください。
所沢市役所　本庁舎,行政,公共施設,○,○,○,ベビーキープ(低層棟1階女性・男性用トイレ、低層棟2階女性・男性用トイレ、高層棟1階女性・男性用トイレ、高層棟2階女性・男性用トイレ、高層棟8階女性・男性用トイレ),10,"【おむつ交換】「低層棟」1階・2階多目的トイレ　「高層棟」1階・2階男性用トイレ、1階・2階女性用トイレ、2階こども支援課前、2階保育課前、8階多目的トイレ
【おむつ交換+授乳】「高層棟」2階幼児ルーム(搾乳できます)",幼児ルームにて授乳が必要な場合は、幼児ルームスタッフにお声がけください。,359-8501,所沢市,所沢市並木1-1-1,04-2998-1111,,,"平日(月～金)8:30～17:00
土日　8:30～17:00",祝日、年末年始等の閉庁日,,"※高層棟2階の待合いスペースには、子ども向けの絵本が置いてあります。
また、幼児ルームでは、保護者の方が庁舎内でお手続きする間、お子様をお預かりすることもできます。(1歳以上)
お気軽にご利用ください。

※所沢市「赤ちゃんの駅」につきましては、市のホームページをご覧下さい。
http://www.city.tokorozawa.saitama.jp/"
セブンタウンせんげん台,商業施設の管理・運営,買物,○,○,×,,3,"【おむつ交換】1階・2階多目的トイレ
【授乳】1階授乳室",,343-0042,越谷市,越谷市千間台東2-707,048-970-7211,048-979-3775,,9:00～21:00,年中無休,,
千代田ホーム株式会社,不動産業,その他,○,○,×,,1,【おむつ交換+授乳】1階キッズコーナー奥に洗面台とおむつ交換台1台あり,静かでゆったりとしたスペースがございます。,350-0033,川越市,川越市富士見町15-1,049-225-5331,049-225-5338,info@chiyoda-h.co.jp,9:30～18:30,毎週火曜日及び第1・第3水曜日,http://www.chiyoda-h.co.jp/,"住宅展示施設内にございます。
最新の住宅設備を体験できます。
お気軽にお立ち寄りください。"
ラフィネデンタルクリニック,歯科,その他,○,×,×,,1,【おむつ交換】待合室お手洗い,車いすも入ることが出来る広い個室スペース,363-0016,桶川市,桶川市寿1-11-17,048-782-4197,048-782-4103,horinorio@gmail.com,9:30～19:00,日曜日・祝日,http://www.raffinedentalclinic.com/,小児歯科専門担当医(女医)、矯正認定医(女医)、補綴専門医(入れ歯やかぶせもの)、メンテナンス専門担当衛生士が在籍しており、幅広いニーズにお応えします。キッズスペースも完備。保育士が在籍しており、無料託児が可能。小さなお子様連れでも兄弟でも安心して治療を受けられます。
ベリー畑　カフェ,カフェ,飲食,○,×,○,ミルク用の湯の提供,2,【おむつ交換】事業所内,子育て中のスタッフもいます。気軽にお声がけください。,350-2214,鶴ヶ島市,鶴ヶ島市太田ヶ谷542-5,049-299-7550,049-299-7550,,10:00～18:00,月曜日,,ブルーベリー畑に隣接したカフェです。ブルーベリージュースや手作りお菓子と一緒にゆったりとしたロケーションをお楽しみください。
西松屋チェーン　鶴ヶ島店,ベビー・子供用品専門店,買物,○,○,×,,1,【おむつ交換+授乳】授乳室,,350-2227,鶴ヶ島市,鶴ヶ島市新町4-11-4,049-286-9011,049-286-9011,,10:00～20:00,無,,
さかどキッズステーション,託児室,その他,○,○,×,,1,【おむつ交換+授乳】キッズステーション内,常時、乳幼児の過ごしやすい環境を整えています。,350-0232,坂戸市,坂戸市中富町73-27,049-283-2752,049-283-2752,yokozuna@white.plala.or.jp,24時間,年末年始,http://sakado-kids.com,緊急一時等、子育てをサポートします。
ショッピングセンター　ニットーモール,ショッピングセンター,買物,○,○,×,,1,【おむつ交換+授乳】3階フロア(トイレ前),授乳室には、体重計・身長計のほか、おむつの自動販売機もご用意いたしております。,360-0032,熊谷市,熊谷市銀座2-245,048-522-4011,048-524-3153,,10:00～21:00,元日,http://www.nittohmall.com,"熊谷駅下車徒歩3分の距離にあるショッピングセンター。駅前にも関わらず、駐車台数1,400台を有する大型駐車場を完備。"
特定非営利活動法人彩の国環境創造空館　サニーちゃんの家「のぞみ館」,多目的ホール,その他,○,○,×,,1,【おむつ交換+授乳】ホール1階,,367-0056,本庄市,本庄市照若町208-1,0495-24-0516,,info@sunny-my-house.org,10:00～17:00,毎週月曜日,http://www.sunny-my-house.org/,賑わいのある界隈(まち)づくりを理念として、施設を運営しています。どなたでも気軽に立ち寄れる多目的文化ホールを中心に幅広い賑わいの拠点として機能してまいります。
美里町役場庁舎,町役場,公共施設,○,○,×,,3,【おむつ交換】１階女子トイレ／【授乳】１階　西側廊下、２階待合ロビー,授乳設備を用意してあります。,367-0194,美里町,美里町大字木部323-1,0495-76-1111,0495-76-0909,,月～金　8:30～17:15,土、日、祝祭日,,自由に授乳できます。
美里町保健センター,保健センター,公共施設,○,○,×,,3,【おむつ交換】待合ホール／【授乳】多目的室、中庭脇通路,中庭脇通路には授乳設備を用意してあります。,367-0112,美里町,美里町大字木部538-5,0495-76-2855,0505-76-2277,,月～金　8:30～17:15,土、日、祝祭日,,中庭脇通路では自由に授乳できます。
美里中学校体育館,中学校,公共施設,○,×,×,,2,【おむつ交換】男子トイレ、女子トイレ,,367-0119,美里町,美里町大字駒衣1115-1,0495-76-0379,0495-76-4388,,月～金　18:00～21:00（随時）,,,
松久小学校体育館,小学校,公共施設,○,×,×,,1,【おむつ交換】女子トイレ,,367-0119,美里町,美里町大字駒衣361,0495-76-1355,0495-76-4823,,月～金　18:00～21:00（随時）,,,
子育て支援センター(みざくら保育園),子育て支援拠点,教育・習い事,○,○,×,,3,【おむつ交換】北側子育て室/【授乳】南側子育て室,南側子育て室には授乳設備を用意してあります。,367-0103,美里町,美里町大字阿那志652-1,0495-76-0068,0495-76-4588,,月～金　8:30～13:30,土、日、祝祭日,,親子で楽しく遊べる支援センターです。
飯能市立加治保育所,保育所,公共施設,○,○,×,,1,"【おむつ交換+授乳】1階職員室(搾乳できます)
",職員室:イスと簡易ベッドを設置,357-0044,飯能市,飯能市川寺531-4,042-972-2235,042-972-2235,,月～金　7:30～18:30/土　7:30～13:30,"日・祝日
年末年始
(12/29～1/3)",,
杉戸町役場,各種行政窓口,公共施設,○,○,×,,2,【授乳】第二庁舎1階子育て支援課横授乳室/                                 　　　　　　　　　　　　　　　                                       【おむつ交換】第二庁舎1階子育て支援課横障がい者用トイレ,授乳室は個室になっていて、ゆったりと過ごせます。,345-8502,杉戸町,杉戸町清地2-9-29,0480-33-1111,0480-33-4561,kosodateshien@town.sugito.lg.jp,8:30～17:15,土曜日、日曜日、祝日、年末年始,http://www.town.sugito.lg.jp/,子育て支援課の隣にありますので、お気軽にご利用ください。
杉戸子育て支援センター,子育て相談、交流,教育・習い事,○,○,×,,2,【授乳】授乳室/【おむつ交換】女子トイレ,授乳室は個室になっていて、ゆったりと過ごせます。,345-0036,杉戸町,杉戸町杉戸3-9-5,0480-37-1504,0480-37-1504,kosodateshien@town.sugito.lg.jp,9:00～12:00、13:00～17:00,日曜日、国民の祝日、年末年始,http://www.town.sugito.lg.jp/cms/index845.html,おむつ交換、授乳ができます。お気軽にご利用ください。
杉戸町中央公民館,社会教育活動の拠点,公共施設,○,○,×,,2,【授乳】1階ロビー/【おむつ交換】トイレ,トイレにておむつ交換ができます。,345-0035,杉戸町,杉戸町杉戸3-9-5,0480-34-6840,0480-34-6943,syakaikyoiku@town.sugito.lg.jp,9:00～21:30,月曜日(月曜日が国民の祝日にあたる場合、直後の休日でない日)、年末年始,http://www.town.sugito.lg.jp/cms/index116.html,おむつ交換、授乳ができます。お気軽にご利用ください。
杉戸町西公民館,社会教育活動の拠点,公共施設,○,○,×,,2,【授乳】1階ロビー/【おむつ交換】障がい者用トイレ,トイレにておむつ交換ができます。,345-0045,杉戸町,杉戸町高野台西3-3-1,0480-32-6388,0480-32-6388,syakaikyoiku@town.sugito.lg.jp,9:00～21:30,月曜日(月曜日が国民の祝日にあたる場合、直後の休日でない日)、年末年始,http://www.town.sugito.lg.jp/cms/index116.html,おむつ交換、授乳ができます。お気軽にご利用ください。
杉戸町南公民館,社会教育活動の拠点,公共施設,○,○,×,,2,【授乳】1階ロビー/【おむつ交換】障がい者用トイレ,トイレにておむつ交換ができます。,345-0024,杉戸町,杉戸町堤根4089-1,0480-34-4774,0480-34-4774,syakaikyoiku@town.sugito.lg.jp,9:00～21:30,月曜日(月曜日が国民の祝日にあたる場合、直後の休日でない日)、年末年始,http://www.town.sugito.lg.jp/cms/index116.html,おむつ交換、授乳ができます。お気軽にご利用ください。
杉戸町泉公民館,社会教育活動の拠点,公共施設,○,○,×,,2,【授乳】1階ロビー/【おむつ交換】障がい者用トイレ,トイレにておむつ交換ができます。,345-0004,杉戸町,杉戸町宮前37-1,0480-38-0879,0480-38-0879,syakaikyoiku@town.sugito.lg.jp,9:00～21:30,月曜日(月曜日が国民の祝日にあたる場合、直後の休日でない日)、年末年始,http://www.town.sugito.lg.jp/cms/index116.html,おむつ交換、授乳ができます。お気軽にご利用ください。
杉戸町東公民館,社会教育活動の拠点,公共施設,○,○,×,,2,【授乳】1階ロビー/【おむつ交換】障がい者用トイレ,トイレにておむつ交換ができます。,345-0015,杉戸町,杉戸町並塚105-4,0480-38-2533,0480-38-2533,syakaikyoiku@town.sugito.lg.jp,9:00～21:30,月曜日(月曜日が国民の祝日にあたる場合、直後の休日でない日)、年末年始,http://www.town.sugito.lg.jp/cms/index116.html,おむつ交換、授乳ができます。お気軽にご利用ください。
杉戸町立中央幼稚園,幼児教育,教育・習い事,○,×,×,,1,【おむつ交換】遊戯室脇トイレ,トイレにておむつ交換ができます。,345-0036,杉戸町,杉戸町杉戸2199,0480-34-2961,0480-34-2961,kosodateshien@town.sugito.lg.jp,9:00～16:00,日曜日、国民の祝日、年末年始,http://www.town.sugito.lg.jp/cms/index296.html,おむつ交換ができます。お気軽にご利用ください。
杉戸町エコ・スポいずみ,健康増進、交流,公共施設,○,×,×,,1,【おむつ交換】女子トイレ,トイレにておむつ交換ができます。,345-0001,杉戸町,杉戸町木津内524,0480-38-2300,0480-38-2309,syakaikyoiku@town.sugito.lg.jp,10:00～21:00(ただし、6月1日～8月31日までは9:00～21:00),月曜日(月曜日が国民の祝日にあたる場合、直後の休日でない日)、年末,http://www.town.sugito.lg.jp/cms/index2353.html,おむつ交換ができます。お気軽にご利用ください。
杉戸町保健センター,各種保健指導、健診、相談,公共施設,○,○,×,,2,【おむつ交換】障がい者用トイレ/【授乳】授乳コーナー,トイレにておむつ交換ができます。授乳コーナーもあります。,345-0024,杉戸町,杉戸町堤根4745-1,0480-34-1188,0480-34-1176,kenkoshien@town.sugito.lg.jp,8:30～17:15,土曜日、日曜日、祝日,http://www.town.sugito.lg.jp/cms/index114.html,おむつ交換、授乳もできます。お気軽にご利用ください。
草加市保健センター,母子保健事業、健康増進事業,公共施設,○,○,×,,1,【おむつ交換+授乳】1階ロビー脇(搾乳できます),おむつ交換、授乳ができます。,340-0016,草加市,草加市中央1-1-8,048-922-0200,048-922-1516,kenkoka@city.soka.saitama.jp,8:30～17:15,土・日・祝日、12月29日～1月3日,http://www.city.soka.saitama.jp,必要に応じて空いている部屋を、おむつ交換、授乳の場所としてご案内します。
伊奈町役場,役場,公共施設,○,×,○,ベビーベット、ベビーチェア,3,【おむつ交換】東庁舎１階トイレ、東庁舎１階多目的トイレ、東庁舎１階待合室,男女トイレ入口におむつ交換台、多目的トイレにベビーチェア、　待合室にベビーベッド。,362-8517,伊奈町,伊奈町大字小室9493,048-721-2111,048-721-2137,jidou@town.saitama-ina.lg.jp,８：３０～１７：１５,土・日・祝日・　　　　　　　　　年末年始（12/29～1/3）,http://www.town.saitama-ina.lg.jp/,県内最大級のバラ園をはじめ、梨やぶどうなどの栽培も盛んであり、緑豊かな環境が残っています。
保健センター（伊奈町総合センター内）,保健センター,公共施設,○,×,×,,1,【おむつ交換】１階待合室,ベビーベットあり,362-0806,伊奈町,伊奈町大字小室5161,048-720-5000,048-720-5001,hokencenter@town.saitama-ina.lg.jp,８：３０～１７：１６,土・日・祝日・　　　　　　　　　年末年始（12/29～1/4）,http://www.town.saitama-ina.lg.jp/sisetu/index.html,遊学前の予防接種、健診、子どもの相談事業等を行っています。
児童館　(伊奈町総合センター内),子育て支援拠点,教育・習い事,○,○,×,,2,【おむつ交換】遊戯室/【授乳】図書室,遊戯室におむつ交換用マット。図書室に授乳コーナー。,362-0806,伊奈町,伊奈町大字小室5161,048-722-9113,048-722-9114,,9:00～17:00,月・祝日・　　　　　　　　　　　年末年始(12/28～1/4),https://www.town.saitama-ina.lg.jp/0000000327.html,児童にj健全な遊びを与えて、その健康を増進し、情操をゆたかにすることを目的としています。
コミュニティーセンター(伊奈町総合センター内),コミュニティ,公共施設,○,×,○,ベビーチェア,2,【おむつ交換】1階多目的トイレ、3階多目的トイレ,1階多目的トイレにベビーチェア、3階多目的トイレにおむつ交換台。,362-0806,伊奈町,伊奈町大字小室5161,048-722-9111,048-722-9114,,9:00～21:30,月曜日・　　　　　　　　　　　　年末年始・臨時休館日,,
公民館　(伊奈町総合センター内),公民館,公共施設,○,×,×,,1,【おむつ交換】公民館,おむつ交換用マットあり,362-0806,伊奈町,伊奈町大字小室5161,048-722-9112,048-722-9114,,9:00～17:00,土・日・月・祝日(月曜日が祝日のときは翌日の火曜日が休館),,実際生活に即する教育、学術及び文化に関する各種の事業を行っています。
伊奈町立北保育所,保育所,教育・習い事,○,○,×,,2,【おむつ交換】一時保育室/【授乳】遊戯室,一時保育室におむつ交換台、遊戯室に授乳コーナー。,362-0812,伊奈町,伊奈町内宿台5-214-3,048-728-3258,048-728-3416,,7:30～18:30,土・日・祝日・　　　　　　　　　年末年始(12/29～1/3),,平成19年に保育所、子育て支援センター、通園施設および児童クラブとの複合施設として建設されました。
障害児通園施設(伊奈町立北保育所内),通園施設,教育・習い事,○,×,×,,1,【おむつ交換】保育室,おむつ交換用マットあり,362-0812,伊奈町,伊奈町内宿台5-214-3,048-728-8233,048-728-3416,,,,,2歳児から小学校就学前の心身に発達の恐れがある幼児で、保護者と一緒に通園が可能な幼児を対象としています。
子育て支援センター(伊奈町立北保育所内),子育て支援拠点,教育・習い事,×,○,×,,1,【授乳】保育室,授乳コーナーあり,362-0812,伊奈町,伊奈町内宿台5-214-3,048-728-3482,048-728-3416,,9:00～17:00,土・日・祝日,http://www.town.saitama-ina.lg.jp/sisetu/index.html,子どもの養育やしつけなど、さまざまな問題についての身近な相談に、保育士や専門の相談員が応じています。
伊奈町立南保育所,保育所,教育・習い事,○,○,×,,2,【おむつ交換】保育室/【授乳】遊戯室,保育室におむつ交換台、遊戯室に授乳コーナー。,362-0806,伊奈町,伊奈町大字小室3114,048-722-1855,048-722-1855,,7:30～18:30,土・日・祝日・　　　　　　　　　年末年始(12/29～1/3),,子ども一人ひとりを大切にし、保護者からも信頼され、地域に開かれた保育所を目指しています。
伊奈町ふれあい活動センター「ゆめくる」,生涯学習施設,公共施設,○,○,×,,2,【おむつ交換+授乳】1階児童室、2階ロビー,各々に授乳コーナー、おむつ交換用マットあり。,362-0806,伊奈町,伊奈町大字小室2450,048-724-0717,048-724-0677,,9:00～21:00,火・年末年始,http://www.yumekuru.jp,生涯学習の推進及び健康維持と町民相互交流の活性化の拠点施設です。
伊奈町消防署・消防本部,消防署,公共施設,○,×,×,,1,【おむつ交換】２階会議室,おむつ交換用マットあり,362-0806,伊奈町,伊奈町大字小室4885,048-722-8111,048-722-8088,syoubou@town.saitama-ina.lg.jp,,なし,http://www.town.saitama-ina.lg.jp/sisetu/index.html,
埼玉新都市交通「ニューシャトル」　内宿駅前トイレ,公共交通機関,公共交通機関,○,×,○,ベビーチェア,2,【おむつ交換】内宿駅多目的トイレ,多目的トイレ男女別にベビーチェア。おむつ交換台もあります。,362-0806,伊奈町,伊奈町大字小針新宿1461,,,,,なし,,
埼玉新都市交通「ニューシャトル」　伊奈中央駅前トイレ,公共交通機関,公共交通機関,○,×,○,ベビーチェア,2,【おむつ交換】伊奈中央駅多目的トイレ,多目的トイレ男女別にベビーチェア。おむつ交換台もあります。,362-0806,伊奈町,伊奈町大字小室9744,,,,,なし,,
そば処　もりたや,そば店,飲食,×,○,○,調乳用お湯の提供,1,【授乳】店内客席,,359-0023,所沢市,所沢市東所沢和田1-5-4,04-2944-0917,,,11:00～20:00,日曜日,,ほ乳瓶による授乳のみできます。
そば処　福田屋,そば店,飲食,×,○,○,調乳用お湯の提供,1,【授乳】店内客席,,359-0021,所沢市,所沢市東所沢5-17-14,04-2945-0469,,,11:00～20:00,月曜日,www.fukudaya.biz,ほ乳瓶による授乳のみできます。
そば処　玉川,そば店,飲食,×,○,○,調乳用お湯の提供,1,【授乳】店内客席,,359-0021,所沢市,所沢市東所沢1-28-4,04-2944-9860,,,11:00～20:30(休憩15:00～17:00),水曜日,,ほ乳瓶による授乳のみできます。
そば処　尾張屋,そば店,飲食,×,○,○,調乳用お湯の提供,1,【授乳】店内客席,,359-1127,所沢市,所沢市星の宮1-17-8,04-2922-0484,04-2992-0488,,11:00～20:00,木曜日,,ほ乳瓶による授乳のみできます。
そば処　小梅庵,そば店,飲食,×,○,○,調乳用お湯の提供,1,【授乳】店内客席,,359-0037,所沢市,所沢市くすのき台1-11-15,04-2992-3720,,,11:00～20:00,日曜日,,ほ乳瓶による授乳のみできます。
そば処　元六,そば店,飲食,×,○,○,調乳用お湯の提供,1,【授乳】店内客席,,359-0001,所沢市,所沢市下富1320-5,04-2943-1675,,,11:00～15:00、17:00～20:00,,,ほ乳瓶による授乳のみできます。
有限会社　玉川,そば店,飲食,○,○,○,調乳用お湯の提供,1,【おむつ交換+授乳】店内2階,,359-0041,所沢市,所沢市中新井3-7-9,04-2942-8218,04-2942-8218,,11:00～20:00,水曜日,,希望により2階客室で赤ちゃんがゆっくりくつろげます。
かげつ庵,そば店,飲食,×,○,○,調乳用お湯の提供,1,【授乳】店内客席,,359-1112,所沢市,所沢市泉町894-7,04-2925-4311,,,11:00～15:00,日曜日,,ほ乳瓶による授乳のみできます。
小手指　更科,そば店,飲食,×,○,○,調乳用お湯の提供,1,【授乳】店内客席,,359-1142,所沢市,所沢市上新井4-79-11,04-2924-3861,04-2924-3861,,10:00～21:00,水曜日,,ほ乳瓶による授乳のみできます。
そば処　ふじみ庵,そば店,飲食,×,○,○,調乳用お湯の提供,1,【授乳】店内客席,,359-1146,所沢市,所沢市小手指南1-1-52,04-2948-5628,,,11:00～15:00、17:00～20:00,水曜日,,
新所沢　増田屋,そば店,飲食,○,○,○,調乳用お湯の提供,1,【おむつ交換+授乳】店内客席,,359-1118,所沢市,所沢市けやき台1-7-6,04-2926-8339,04-2926-8326,,11:00～20:30,木曜日,,ほ乳瓶、母乳による授乳ができます。
そば処　東京庵,そば店,飲食,×,○,○,調乳用お湯の提供,1,【授乳】店内客席,,359-1163,所沢市,所沢市西狭山ヶ丘1-2460,04-2948-4476,,,11:30～20:00,,,ほ乳瓶による授乳のみできます。
そば処　浪吉,そば店,飲食,×,○,○,調乳用お湯の提供,1,【授乳】店内客席,,359-1162,所沢市,所沢市和ヶ原1-167-15,04-2948-5821,,,11:30～20:00,火曜日,,ほ乳瓶による授乳のみできます。
そば処　伊六庵,そば店,飲食,×,○,○,調乳用お湯の提供,1,【授乳】店内客席,,359-1162,所沢市,所沢市和ヶ原1-121-9,04-2948-7891,04-2948-7891,,11:00～20:00,木曜日,,ほ乳瓶による授乳のみできます。
吉野庵,そば店,飲食,×,○,○,調乳用お湯の提供,1,【授乳】店内客席,,359-1106,所沢市,所沢市東狭山ヶ丘1-10-5,04-2924-0884,,,11:00～20:00,木曜日,,ほ乳瓶による授乳のみできます。
そば吉,そば店,飲食,×,○,○,調乳用お湯の提供,1,【授乳】店内客席,,344-0036,春日部市,春日部市下大増新田41-1,048-734-7788,,,11:00～21:00,水曜日,,
めん房　朝日屋,そば店,飲食,×,○,○,調乳用お湯の提供,1,【授乳】店内客席,,344-0011,春日部市,春日部市藤塚2371-32,048-736-1296,048-736-1393,,11:00～20:30,不定休,,家族で気楽にご来店をお待ちしております。特に小さなお子様OKです。
そば処　鳴子庵,そば店,飲食,×,○,○,調乳用お湯の提供,1,【授乳】店内客席,,344-0046,春日部市,春日部市上蛭田512-4,048-761-6577,,,11:00～15:00、17:00～20:00,金曜日,,ほ乳瓶による授乳のみできます。
そば処　峰船,そば店,飲食,×,○,○,調乳用お湯の提供,1,【授乳】店内客席,,344-0116,春日部市,春日部市大衾47-15,048-745-1333,,,11:00～14:30、17:00～20:00,日曜日,,ほ乳瓶による授乳のみできます。
生そば　やぶ砂,そば店,飲食,×,○,○,調乳用お湯の提供,1,【授乳】店内客席,,344-0058,春日部市,春日部市栄町2-235,048-763-6720,,,11:15～15:00、17:00～20:00,金曜日,,春日部の藤にちなんだ藤うどん(特徴はむらさき色)。市内16店で開催中のスタンプラリー(そばマップ)。
蕎麦匠　ほりた,そば店,飲食,×,○,○,調乳用お湯の提供,1,【授乳】店内客席,,344-0063,春日部市,春日部市緑町3-4-57,048-736-3872,,,11:00～21:00,水曜日,,"・藤うどん(春日部の名物)
・スタンプラリー(そばマップ)"
そば　うどん　朝日屋,そば店,飲食,×,○,○,調乳用お湯の提供,1,【授乳】店内客席,ベビーカーのまま来店できます。,343-0814,越谷市,越谷市東柳田町4-13,048-962-3901,048-962-1912,asahiyasaburo@nifty.com,11:00～20:00,月曜日,http://www.koshigayakko.com/units/34215/asahiya/,ほ乳瓶による授乳のみ。ベビーカーでの来店可能です。子供用椅子もあります。
そば処　名古屋,そば店,飲食,×,○,○,調乳用お湯の提供,1,【授乳】店内客席,,343-0041,越谷市,越谷市千間台西4-1-7,048-977-1715,,,11:00～15:00、18:00～20:00,金曜日,,ほ乳瓶による授乳のみできます。
そば処　信濃屋　,そば店,飲食,×,○,○,調乳用お湯の提供,1,【授乳】店内客席,,343-0032,越谷市,越谷市袋山55-6,048-974-8716,048-974-8794,,11:00～20:00,水曜日,,ほ乳瓶による授乳のみできます。
そば処　筑波,そば店,飲食,×,○,○,調乳用お湯の提供,1,【授乳】店内の座敷席,,343-0032,越谷市,越谷市袋山1219-1,048-974-7726,,,11:00～20:00,木曜日,,ほ乳瓶による授乳のみできます。
生そば　米むら,そば店,飲食,○,○,○,調乳用お湯の提供,1,【おむつ交換+授乳】店内客席,,343-0033,越谷市,越谷市恩間994-6,048-977-2587,,,11:00～20:00,火曜日,,おむつ交換・授乳できます。
豊年屋,そば店,飲食,○,○,○,調乳用お湯の提供,1,【おむつ交換+授乳】店内客席,,343-0033,越谷市,越谷市恩間236,048-975-0644,,,11:00～15:00、17:00～19:30,金曜日,,
やなぎ家,そば店,飲食,×,○,○,調乳用お湯の提供,1,【授乳】店内客席,,343-0001,越谷市,越谷市平方南町20-16,048-974-0950,,,11:00～14:00、17:00～20:00,水曜日,,ほ乳瓶による授乳のみできます。
やぶ栄そば店,そば店,飲食,×,○,○,調乳用お湯の提供,1,【授乳】店内客席,,343-0032,越谷市,越谷市袋山1391-1,048-975-0530,048-975-0530,,11:00～15:00、17:00～19:30,火曜日,,ほ乳瓶による授乳のみできます。
そば処　砂場,そば店,飲食,×,○,○,調乳用お湯の提供,1,【授乳】店内客席,,343-0045,越谷市,越谷市下間久里886-68,048-975-0994,048-977-4100,,11:00～21:00,火曜日,,
更科,そば店,飲食,×,○,○,調乳用お湯の提供,1,【授乳】店内客席,,343-0804,越谷市,越谷市南荻島4118-9,048-975-3310,048-975-4833,,11:00～20:00,水曜日,,
やぶ栄,そば店,飲食,×,○,○,調乳用お湯の提供,1,【授乳】店内客席,,343-0042,越谷市,越谷市千間台東4-3-1,048-975-1537,,,11:00～20:00,水曜日,,ほ乳瓶による授乳のみできます。
一力屋,そば店,飲食,×,○,○,調乳用お湯の提供,1,【授乳】店内客席,,343-0045,越谷市,越谷市下間久里820-14,048-976-6387,,,11:00～16:00,,,
そば処　花麦庵,そば店,飲食,×,○,○,調乳用お湯の提供,1,【授乳】店内客席,,343-0045,越谷市,越谷市下間久里498-19,048-977-2405,048-978-7037,,,火曜日,,ほ乳瓶による授乳のみできます。
そば処　やなぎ家,そば店,飲食,×,○,○,調乳用お湯の提供,1,【授乳】店内客席,,343-0015,越谷市,越谷市花田1-14-11,048-962-4588,,,11:00～14:00、17:00～20:00,木曜日,,ほ乳瓶による授乳のみできます。
そば処　米むら,そば店,飲食,×,○,○,調乳用お湯の提供,1,【授乳】店内客席,,343-0023,越谷市,越谷市東越谷7-23-1,048-962-7011,048-964-5637,,11:00～15:00、17:00～20:00,金曜日,,
そば処　やま平,そば店,飲食,×,○,○,調乳用お湯の提供,1,【授乳】店内客席,,343-0825,越谷市,越谷市大成町1-2247-1,048-985-2081,,,11:30～21:00,木曜日,,ほ乳瓶による授乳のみできます。
まるか家,そば店,飲食,×,○,○,調乳用お湯の提供,1,【授乳】店内客席,,343-0825,越谷市,越谷市大成町2-293-1,048-987-4040,,,,火曜日,,ほ乳瓶による授乳のみできます。
玉屋,そば店,飲食,×,○,○,調乳用お湯の提供,1,【授乳】店内客席,,343-0813,越谷市,越谷市越ヶ谷3-6-10,048-965-5327,,,11:00～15:00、17:00～20:00,土曜日,,ほ乳瓶による授乳のみできます。
そば処　そば久,そば店,飲食,×,○,○,調乳用お湯の提供,1,【授乳】店内客席,,343-0023,越谷市,越谷市東越谷7-76-2,048-962-4551,,,11:00～20:00,水曜日,,ほ乳瓶による授乳のみできます。
禅味手打ちそば　なかむら,そば店,飲食,×,○,○,調乳用お湯の提供,1,【授乳】店内客席,,343-0023,越谷市,越谷市東越谷5-12-15,048-966-0117,,,11:00～15:00、17:00～20:00,不定休,,
そば処　長寿屋,そば店,飲食,×,○,○,調乳用お湯の提供,1,【授乳】店内客席,,343-0021,越谷市,越谷市大林310-2,048-975-7867,048-975-7867,,11:00～20:00,,,ほ乳瓶による授乳のみできます。
そばの里　きこ打ち也,そば店,飲食,×,○,○,調乳用お湯の提供,1,【授乳】店内客席,,340-0017,草加市,草加市吉町1-2-39,048-925-3168,048-925-3168,,11:00～20:00,火曜日,,"・曳家にはそばの実を作ってもらい、当店の工場にて自家製粉しています。ひきたて、打ちたて、茹でたてがモットーです。
・ほ乳瓶による授乳のみできます。"
そば満留賀,そば店,飲食,×,○,○,調乳用お湯の提供,1,【授乳】店内客席,,340-0035,草加市,草加市西町879-1,048-929-0898,,,11:00～20:00,火曜日,,
満留賀,そば店,飲食,×,○,○,調乳用お湯の提供,1,【授乳】店内客席,,340-0033,草加市,草加市柳島町396-3,048-928-9479,048-928-9479,,11:00～14:00、17:00～20:00,火曜日,,ほ乳瓶による授乳のみできます。
小出庵,そば店,飲食,○,○,○,調乳用お湯の提供,1,【おむつ交換+授乳】店内の座敷,,340-0035,草加市,草加市西町775-1,048-925-1164,,,11:00～20:00,火曜日,,
さかえや,そば店,飲食,×,○,○,調乳用お湯の提供,1,【授乳】店内客席,,340-0051,草加市,草加市長栄3-1-10,048-942-1890,,,11:00～20:00,火曜日,,
