特典内容,区分,名称,郵便番号,市区町村,住所,電話番号,FAX,メール,営業時間,定休日,URL,PR（パパ・ママ）
"優待カード提示で小学生以下のお子様にお好きなデザート又はソフトドリンクをプレゼント!
(ご利用の際は従業員にお声がけ下さい)
※お子様1人につきどちらか1つをお選びください",飲食,すし銚子丸　東大和店,207-0015,東京都,東京都東大和市中央1-550-1,042-564-2255,,,11:00～21:00,,https://www.choushimaru.co.jp/,銚子港をはじめ、世界中の海から新鮮な旬のネタを仕入れ、捌きたて握りたてでご提供いたします。毎日捌く新鮮な魚の「あら」をたっぷり使った「あら汁」も絶品!平日(月～金)OPENから14時までは自慢の「あら汁」が無料で飲み放題。(土・日・祝日・GW・お盆・年末年始等の繁忙時期を除きます。)こだわりのデザートや一品料理もおすすめです。お持ち帰りもぜひご利用くださいませ!
"優待カード提示で小学生以下のお子様にお好きなデザート又はソフトドリンクをプレゼント!
(ご利用の際は従業員にお声がけ下さい)
※お子様1人につきどちらか1つをお選びください",飲食,すし銚子丸　町田店,194-0022,東京都,東京都町田市森野3-16-1,042-710-1319,,,11:00～21:00,,https://www.choushimaru.co.jp/,銚子港をはじめ、世界中の海から新鮮な旬のネタを仕入れ、捌きたて握りたてでご提供いたします。毎日捌く新鮮な魚の「あら」をたっぷり使った「あら汁」も絶品!平日(月～金)OPENから14時までは自慢の「あら汁」が無料で飲み放題。(土・日・祝日・GW・お盆・年末年始等の繁忙時期を除きます。)こだわりのデザートや一品料理もおすすめです。お持ち帰りもぜひご利用くださいませ!
"優待カード提示で小学生以下のお子様にお好きなデザート又はソフトドリンクをプレゼント!
(ご利用の際は従業員にお声がけ下さい)
※お子様1人につきどちらか1つをお選びください",飲食,すし銚子丸　三鷹店,181-0013,東京都,東京都三鷹市下連雀3-4-11,0422-70-2030,,,11:00～21:00,,https://www.choushimaru.co.jp/,銚子港をはじめ、世界中の海から新鮮な旬のネタを仕入れ、捌きたて握りたてでご提供いたします。毎日捌く新鮮な魚の「あら」をたっぷり使った「あら汁」も絶品!平日(月～金)OPENから14時までは自慢の「あら汁」が無料で飲み放題。(土・日・祝日・GW・お盆・年末年始等の繁忙時期を除きます。)こだわりのデザートや一品料理もおすすめです。お持ち帰りもぜひご利用くださいませ!
"優待カード提示で小学生以下のお子様にお好きなデザート又はソフトドリンクをプレゼント!
(ご利用の際は従業員にお声がけ下さい)
※お子様1人につきどちらか1つをお選びください",飲食,すし銚子丸　三鷹新川店,181-0004,東京都,東京都三鷹市新川2-14-16,0422-72-3303,,,11:00～21:00,,https://www.choushimaru.co.jp/,銚子港をはじめ、世界中の海から新鮮な旬のネタを仕入れ、捌きたて握りたてでご提供いたします。毎日捌く新鮮な魚の「あら」をたっぷり使った「あら汁」も絶品!平日(月～金)OPENから14時までは自慢の「あら汁」が無料で飲み放題。(土・日・祝日・GW・お盆・年末年始等の繁忙時期を除きます。)こだわりのデザートや一品料理もおすすめです。お持ち帰りもぜひご利用くださいませ!
"優待カード提示で小学生以下のお子様にお好きなデザート又はソフトドリンクをプレゼント!
(ご利用の際は従業員にお声がけ下さい)
※お子様1人につきどちらか1つをお選びください",飲食,すし銚子丸　多摩ニュータウン店,192-0362,東京都,東京都八王子市松木51-5,042-670-3702,,,11:00～21:00,,https://www.choushimaru.co.jp/,銚子港をはじめ、世界中の海から新鮮な旬のネタを仕入れ、捌きたて握りたてでご提供いたします。毎日捌く新鮮な魚の「あら」をたっぷり使った「あら汁」も絶品!平日(月～金)OPENから14時までは自慢の「あら汁」が無料で飲み放題。(土・日・祝日・GW・お盆・年末年始等の繁忙時期を除きます。)こだわりのデザートや一品料理もおすすめです。お持ち帰りもぜひご利用くださいませ!
"優待カード提示で小学生以下のお子様にお好きなデザート又はソフトドリンクをプレゼント!
(ご利用の際は従業員にお声がけ下さい)
※お子様1人につきどちらか1つをお選びください",飲食,すし銚子丸　八王子店,193-0931 ,東京都,東京都八王子市台町3-13-4,042-655-1665,,,11:00～21:00,,https://www.choushimaru.co.jp/,銚子港をはじめ、世界中の海から新鮮な旬のネタを仕入れ、捌きたて握りたてでご提供いたします。毎日捌く新鮮な魚の「あら」をたっぷり使った「あら汁」も絶品!平日(月～金)OPENから14時までは自慢の「あら汁」が無料で飲み放題。(土・日・祝日・GW・お盆・年末年始等の繁忙時期を除きます。)こだわりのデザートや一品料理もおすすめです。お持ち帰りもぜひご利用くださいませ!
"優待カード提示で小学生以下のお子様にお好きなデザート又はソフトドリンクをプレゼント!
(ご利用の際は従業員にお声がけ下さい)
※お子様1人につきどちらか1つをお選びください",飲食,すし銚子丸　日野店,192-0033,東京都,東京都八王子市高倉町54-2,042-631-1119,,,11:00～21:00,,https://www.choushimaru.co.jp/,銚子港をはじめ、世界中の海から新鮮な旬のネタを仕入れ、捌きたて握りたてでご提供いたします。毎日捌く新鮮な魚の「あら」をたっぷり使った「あら汁」も絶品!平日(月～金)OPENから14時までは自慢の「あら汁」が無料で飲み放題。(土・日・祝日・GW・お盆・年末年始等の繁忙時期を除きます。)こだわりのデザートや一品料理もおすすめです。お持ち帰りもぜひご利用くださいませ!
"優待カード提示で小学生以下のお子様にお好きなデザート又はソフトドリンクをプレゼント!
(ご利用の際は従業員にお声がけ下さい)
※お子様1人につきどちらか1つをお選びください",飲食,すし銚子丸　立川店,190-0022,東京都,東京都立川市錦町5-19-16 アミティ日野橋,042-540-1150,,,11:00～21:00,,https://www.choushimaru.co.jp/,銚子港をはじめ、世界中の海から新鮮な旬のネタを仕入れ、捌きたて握りたてでご提供いたします。毎日捌く新鮮な魚の「あら」をたっぷり使った「あら汁」も絶品!平日(月～金)OPENから14時までは自慢の「あら汁」が無料で飲み放題。(土・日・祝日・GW・お盆・年末年始等の繁忙時期を除きます。)こだわりのデザートや一品料理もおすすめです。お持ち帰りもぜひご利用くださいませ!
"優待カード提示で小学生以下のお子様にお好きなデザート又はソフトドリンクをプレゼント!
(ご利用の際は従業員にお声がけ下さい)
※お子様1人につきどちらか1つをお選びください",飲食,すし銚子丸　大井店,140-0011,東京都,東京都品川区東大井3-6-15,03-5753-2025,,,11:00～21:00,,https://www.choushimaru.co.jp/,銚子港をはじめ、世界中の海から新鮮な旬のネタを仕入れ、捌きたて握りたてでご提供いたします。毎日捌く新鮮な魚の「あら」をたっぷり使った「あら汁」も絶品!平日(月～金)OPENから14時までは自慢の「あら汁」が無料で飲み放題。(土・日・祝日・GW・お盆・年末年始等の繁忙時期を除きます。)こだわりのデザートや一品料理もおすすめです。お持ち帰りもぜひご利用くださいませ!
"優待カード提示で小学生以下のお子様にお好きなデザート又はソフトドリンクをプレゼント!
(ご利用の際は従業員にお声がけ下さい)
※お子様1人につきどちらか1つをお選びください",飲食,すし銚子丸　調布店,182-0024,東京都,東京都調布市布田6-1-1,042-443-4022,,,11:00～21:00,,https://www.choushimaru.co.jp/,銚子港をはじめ、世界中の海から新鮮な旬のネタを仕入れ、捌きたて握りたてでご提供いたします。毎日捌く新鮮な魚の「あら」をたっぷり使った「あら汁」も絶品!平日(月～金)OPENから14時までは自慢の「あら汁」が無料で飲み放題。(土・日・祝日・GW・お盆・年末年始等の繁忙時期を除きます。)こだわりのデザートや一品料理もおすすめです。お持ち帰りもぜひご利用くださいませ!
"優待カード提示で小学生以下のお子様にお好きなデザート又はソフトドリンクをプレゼント!
(ご利用の際は従業員にお声がけ下さい)
※お子様1人につきどちらか1つをお選びください",飲食,すし銚子丸　経堂店,156-0051,東京都,東京都世田谷区宮坂3-1-42,03-6413-7521,,,11:00～21:00,,https://www.choushimaru.co.jp/,銚子港をはじめ、世界中の海から新鮮な旬のネタを仕入れ、捌きたて握りたてでご提供いたします。毎日捌く新鮮な魚の「あら」をたっぷり使った「あら汁」も絶品!平日(月～金)OPENから14時までは自慢の「あら汁」が無料で飲み放題。(土・日・祝日・GW・お盆・年末年始等の繁忙時期を除きます。)こだわりのデザートや一品料理もおすすめです。お持ち帰りもぜひご利用くださいませ!
"優待カード提示で小学生以下のお子様にお好きなデザート又はソフトドリンクをプレゼント!
(ご利用の際は従業員にお声がけ下さい)
※お子様1人につきどちらか1つをお選びください",飲食,すし銚子丸　杉並宮前店,168-0081,東京都,東京都杉並区宮前1-1-19,03-3331-6001,,,11:00～21:00,,https://www.choushimaru.co.jp/,銚子港をはじめ、世界中の海から新鮮な旬のネタを仕入れ、捌きたて握りたてでご提供いたします。毎日捌く新鮮な魚の「あら」をたっぷり使った「あら汁」も絶品!平日(月～金)OPENから14時までは自慢の「あら汁」が無料で飲み放題。(土・日・祝日・GW・お盆・年末年始等の繁忙時期を除きます。)こだわりのデザートや一品料理もおすすめです。お持ち帰りもぜひご利用くださいませ!
"優待カード提示で小学生以下のお子様にお好きなデザート又はソフトドリンクをプレゼント!
(ご利用の際は従業員にお声がけ下さい)
※お子様1人につきどちらか1つをお選びください",飲食,すし銚子丸　武蔵小金井店,184-0004,東京都,東京都小金井市本町5-5-4,042-387-1555,,,11:00～21:00,,https://www.choushimaru.co.jp/,銚子港をはじめ、世界中の海から新鮮な旬のネタを仕入れ、捌きたて握りたてでご提供いたします。毎日捌く新鮮な魚の「あら」をたっぷり使った「あら汁」も絶品!平日(月～金)OPENから14時までは自慢の「あら汁」が無料で飲み放題。(土・日・祝日・GW・お盆・年末年始等の繁忙時期を除きます。)こだわりのデザートや一品料理もおすすめです。お持ち帰りもぜひご利用くださいませ!
"優待カード提示で小学生以下のお子様にお好きなデザート又はソフトドリンクをプレゼント!
(ご利用の際は従業員にお声がけ下さい)
※お子様1人につきどちらか1つをお選びください",飲食,すし銚子丸　南千住店,116-0003,東京都,東京都荒川区南千住4-1-3,03-3801-5533,,,11:00～21:00,,https://www.choushimaru.co.jp/,銚子港をはじめ、世界中の海から新鮮な旬のネタを仕入れ、捌きたて握りたてでご提供いたします。毎日捌く新鮮な魚の「あら」をたっぷり使った「あら汁」も絶品!平日(月～金)OPENから14時までは自慢の「あら汁」が無料で飲み放題。(土・日・祝日・GW・お盆・年末年始等の繁忙時期を除きます。)こだわりのデザートや一品料理もおすすめです。お持ち帰りもぜひご利用くださいませ!
"優待カード提示で小学生以下のお子様にお好きなデザート又はソフトドリンクをプレゼント!
(ご利用の際は従業員にお声がけ下さい)
※お子様1人につきどちらか1つをお選びください",飲食,すし銚子丸　狛江店,201-0003,東京都,東京都狛江市和泉本町3-9-3,03-3480-7200,,,11:00～21:00,,https://www.choushimaru.co.jp/,銚子港をはじめ、世界中の海から新鮮な旬のネタを仕入れ、捌きたて握りたてでご提供いたします。毎日捌く新鮮な魚の「あら」をたっぷり使った「あら汁」も絶品!平日(月～金)OPENから14時までは自慢の「あら汁」が無料で飲み放題。(土・日・祝日・GW・お盆・年末年始等の繁忙時期を除きます。)こだわりのデザートや一品料理もおすすめです。お持ち帰りもぜひご利用くださいませ!
"優待カード提示で小学生以下のお子様にお好きなデザート又はソフトドリンクをプレゼント!
(ご利用の際は従業員にお声がけ下さい)
※お子様1人につきどちらか1つをお選びください",飲食,すし銚子丸　宮野木店,262-0019,千葉県,千葉県千葉市花見川区朝日ヶ丘1-34-17,043-271-7071,,,11:00～21:00,,https://www.choushimaru.co.jp/,銚子港をはじめ、世界中の海から新鮮な旬のネタを仕入れ、捌きたて握りたてでご提供いたします。毎日捌く新鮮な魚の「あら」をたっぷり使った「あら汁」も絶品!平日(月～金)OPENから14時までは自慢の「あら汁」が無料で飲み放題。(土・日・祝日・GW・お盆・年末年始等の繁忙時期を除きます。)こだわりのデザートや一品料理もおすすめです。お持ち帰りもぜひご利用くださいませ!
"優待カード提示で小学生以下のお子様にお好きなデザート又はソフトドリンクをプレゼント!
(ご利用の際は従業員にお声がけ下さい)
※お子様1人につきどちらか1つをお選びください",飲食,すし銚子丸　高洲店,261-0004,千葉県,千葉県千葉市美浜区高洲1-13-3,043-270-6655,,,11:00～21:00,,https://www.choushimaru.co.jp/,銚子港をはじめ、世界中の海から新鮮な旬のネタを仕入れ、捌きたて握りたてでご提供いたします。毎日捌く新鮮な魚の「あら」をたっぷり使った「あら汁」も絶品!平日(月～金)OPENから14時までは自慢の「あら汁」が無料で飲み放題。(土・日・祝日・GW・お盆・年末年始等の繁忙時期を除きます。)こだわりのデザートや一品料理もおすすめです。お持ち帰りもぜひご利用くださいませ!
"優待カード提示で小学生以下のお子様にお好きなデザート又はソフトドリンクをプレゼント!
(ご利用の際は従業員にお声がけ下さい)
※お子様1人につきどちらか1つをお選びください",飲食,すし銚子丸　東寺山店,264-0035,千葉県,千葉県千葉市若葉区東寺山町931-1,043-207-6355,,,11:00～21:00,,https://www.choushimaru.co.jp/,銚子港をはじめ、世界中の海から新鮮な旬のネタを仕入れ、捌きたて握りたてでご提供いたします。毎日捌く新鮮な魚の「あら」をたっぷり使った「あら汁」も絶品!平日(月～金)OPENから14時までは自慢の「あら汁」が無料で飲み放題。(土・日・祝日・GW・お盆・年末年始等の繁忙時期を除きます。)こだわりのデザートや一品料理もおすすめです。お持ち帰りもぜひご利用くださいませ!
"優待カード提示で小学生以下のお子様にお好きなデザート又はソフトドリンクをプレゼント!
(ご利用の際は従業員にお声がけ下さい)
※お子様1人につきどちらか1つをお選びください",飲食,すし銚子丸　桜木店,264-0029,千葉県,千葉県千葉市若葉区桜木北1-2-3,043-214-1040,,,11:00～21:00,,https://www.choushimaru.co.jp/,銚子港をはじめ、世界中の海から新鮮な旬のネタを仕入れ、捌きたて握りたてでご提供いたします。毎日捌く新鮮な魚の「あら」をたっぷり使った「あら汁」も絶品!平日(月～金)OPENから14時までは自慢の「あら汁」が無料で飲み放題。(土・日・祝日・GW・お盆・年末年始等の繁忙時期を除きます。)こだわりのデザートや一品料理もおすすめです。お持ち帰りもぜひご利用くださいませ!
"優待カード提示で小学生以下のお子様にお好きなデザート又はソフトドリンクをプレゼント!
(ご利用の際は従業員にお声がけ下さい)
※お子様1人につきどちらか1つをお選びください",飲食,すし銚子丸　千葉駅前店,260-0015,千葉県,千葉県千葉市中央区富士見2-25-1,043-202-7400,,,11:00～21:00,,https://www.choushimaru.co.jp/,銚子港をはじめ、世界中の海から新鮮な旬のネタを仕入れ、捌きたて握りたてでご提供いたします。毎日捌く新鮮な魚の「あら」をたっぷり使った「あら汁」も絶品!平日(月～金)OPENから14時までは自慢の「あら汁」が無料で飲み放題。(土・日・祝日・GW・お盆・年末年始等の繁忙時期を除きます。)こだわりのデザートや一品料理もおすすめです。お持ち帰りもぜひご利用くださいませ!
"優待カード提示で小学生以下のお子様にお好きなデザート又はソフトドリンクをプレゼント!
(ご利用の際は従業員にお声がけ下さい)
※お子様1人につきどちらか1つをお選びください",飲食,すし銚子丸　蘇我店,260-0843,千葉県,千葉県千葉市中央区末広5-6-20,043-264-6877,,,11:00～21:00,,https://www.choushimaru.co.jp/,銚子港をはじめ、世界中の海から新鮮な旬のネタを仕入れ、捌きたて握りたてでご提供いたします。毎日捌く新鮮な魚の「あら」をたっぷり使った「あら汁」も絶品!平日(月～金)OPENから14時までは自慢の「あら汁」が無料で飲み放題。(土・日・祝日・GW・お盆・年末年始等の繁忙時期を除きます。)こだわりのデザートや一品料理もおすすめです。お持ち帰りもぜひご利用くださいませ!
"優待カード提示で小学生以下のお子様にお好きなデザート又はソフトドリンクをプレゼント!
(ご利用の際は従業員にお声がけ下さい)
※お子様1人につきどちらか1つをお選びください",飲食,すし銚子丸　東金店,283-0802,千葉県,千葉県東金市東金538-2,0475-50-1377,,,11:00～21:00,,https://www.choushimaru.co.jp/,銚子港をはじめ、世界中の海から新鮮な旬のネタを仕入れ、捌きたて握りたてでご提供いたします。毎日捌く新鮮な魚の「あら」をたっぷり使った「あら汁」も絶品!平日(月～金)OPENから14時までは自慢の「あら汁」が無料で飲み放題。(土・日・祝日・GW・お盆・年末年始等の繁忙時期を除きます。)こだわりのデザートや一品料理もおすすめです。お持ち帰りもぜひご利用くださいませ!
"優待カード提示で小学生以下のお子様にお好きなデザート又はソフトドリンクをプレゼント!
(ご利用の際は従業員にお声がけ下さい)
※お子様1人につきどちらか1つをお選びください",飲食,すし銚子丸　市原店,290-0050,千葉県,千葉県市原市更級3-1-1,0436-26-2021,,,11:00～21:00,,https://www.choushimaru.co.jp/,銚子港をはじめ、世界中の海から新鮮な旬のネタを仕入れ、捌きたて握りたてでご提供いたします。毎日捌く新鮮な魚の「あら」をたっぷり使った「あら汁」も絶品!平日(月～金)OPENから14時までは自慢の「あら汁」が無料で飲み放題。(土・日・祝日・GW・お盆・年末年始等の繁忙時期を除きます。)こだわりのデザートや一品料理もおすすめです。お持ち帰りもぜひご利用くださいませ!
"優待カード提示で小学生以下のお子様にお好きなデザート又はソフトドリンクをプレゼント!
(ご利用の際は従業員にお声がけ下さい)
※お子様1人につきどちらか1つをお選びください",飲食,すし銚子丸　茂原店,297-0074,千葉県,千葉県茂原市小林1606-10,0475-20-3055,,,11:00～21:00,,https://www.choushimaru.co.jp/,銚子港をはじめ、世界中の海から新鮮な旬のネタを仕入れ、捌きたて握りたてでご提供いたします。毎日捌く新鮮な魚の「あら」をたっぷり使った「あら汁」も絶品!平日(月～金)OPENから14時までは自慢の「あら汁」が無料で飲み放題。(土・日・祝日・GW・お盆・年末年始等の繁忙時期を除きます。)こだわりのデザートや一品料理もおすすめです。お持ち帰りもぜひご利用くださいませ!
"優待カード提示で小学生以下のお子様にお好きなデザート又はソフトドリンクをプレゼント!
(ご利用の際は従業員にお声がけ下さい)
※お子様1人につきどちらか1つをお選びください",飲食,すし銚子丸　木更津店,292-0044,千葉県,千葉県木更津市太田4-1-11,0438-20-2040,,,11:00～21:00,,https://www.choushimaru.co.jp/,銚子港をはじめ、世界中の海から新鮮な旬のネタを仕入れ、捌きたて握りたてでご提供いたします。毎日捌く新鮮な魚の「あら」をたっぷり使った「あら汁」も絶品!平日(月～金)OPENから14時までは自慢の「あら汁」が無料で飲み放題。(土・日・祝日・GW・お盆・年末年始等の繁忙時期を除きます。)こだわりのデザートや一品料理もおすすめです。お持ち帰りもぜひご利用くださいませ!
"優待カード提示で小学生以下のお子様にお好きなデザート又はソフトドリンクをプレゼント!
(ご利用の際は従業員にお声がけ下さい)
※お子様1人につきどちらか1つをお選びください",飲食,すし銚子丸　横芝店,289-1732,千葉県,千葉県山武郡横芝光町横芝2157-1,0479-82-5833,,,11:00～21:00,,https://www.choushimaru.co.jp/,銚子港をはじめ、世界中の海から新鮮な旬のネタを仕入れ、捌きたて握りたてでご提供いたします。毎日捌く新鮮な魚の「あら」をたっぷり使った「あら汁」も絶品!平日(月～金)OPENから14時までは自慢の「あら汁」が無料で飲み放題。(土・日・祝日・GW・お盆・年末年始等の繁忙時期を除きます。)こだわりのデザートや一品料理もおすすめです。お持ち帰りもぜひご利用くださいませ!
"優待カード提示で小学生以下のお子様にお好きなデザート又はソフトドリンクをプレゼント!
(ご利用の際は従業員にお声がけ下さい)
※お子様1人につきどちらか1つをお選びください",飲食,すし銚子丸　八街店,289-1104,千葉県,千葉県八街市文違301,043-442-1111,,,11:00～21:00,,https://www.choushimaru.co.jp/,銚子港をはじめ、世界中の海から新鮮な旬のネタを仕入れ、捌きたて握りたてでご提供いたします。毎日捌く新鮮な魚の「あら」をたっぷり使った「あら汁」も絶品!平日(月～金)OPENから14時までは自慢の「あら汁」が無料で飲み放題。(土・日・祝日・GW・お盆・年末年始等の繁忙時期を除きます。)こだわりのデザートや一品料理もおすすめです。お持ち帰りもぜひご利用くださいませ!
"優待カード提示で小学生以下のお子様にお好きなデザート又はソフトドリンクをプレゼント!
(ご利用の際は従業員にお声がけ下さい)
※お子様1人につきどちらか1つをお選びください",飲食,すし銚子丸　成田店,286-0029,千葉県,千葉県成田市ウイング土屋65,0476-20-1340,,,11:00～21:00,,https://www.choushimaru.co.jp/,銚子港をはじめ、世界中の海から新鮮な旬のネタを仕入れ、捌きたて握りたてでご提供いたします。毎日捌く新鮮な魚の「あら」をたっぷり使った「あら汁」も絶品!平日(月～金)OPENから14時までは自慢の「あら汁」が無料で飲み放題。(土・日・祝日・GW・お盆・年末年始等の繁忙時期を除きます。)こだわりのデザートや一品料理もおすすめです。お持ち帰りもぜひご利用くださいませ!
"優待カード提示で小学生以下のお子様にお好きなデザート又はソフトドリンクをプレゼント!
(ご利用の際は従業員にお声がけ下さい)
※お子様1人につきどちらか1つをお選びください",飲食,すし銚子丸　佐倉店,285-0819,千葉県,千葉県佐倉市寺崎北5-1-9,043-481-3005,,,11:00～21:00,,https://www.choushimaru.co.jp/,銚子港をはじめ、世界中の海から新鮮な旬のネタを仕入れ、捌きたて握りたてでご提供いたします。毎日捌く新鮮な魚の「あら」をたっぷり使った「あら汁」も絶品!平日(月～金)OPENから14時までは自慢の「あら汁」が無料で飲み放題。(土・日・祝日・GW・お盆・年末年始等の繁忙時期を除きます。)こだわりのデザートや一品料理もおすすめです。お持ち帰りもぜひご利用くださいませ!
"優待カード提示で小学生以下のお子様にお好きなデザート又はソフトドリンクをプレゼント!
(ご利用の際は従業員にお声がけ下さい)
※お子様1人につきどちらか1つをお選びください",飲食,すし銚子丸　富里店,286-0221,千葉県,千葉県富里市七栄532　ベイシア富里店駐車場内,0476-90-5537,,,11:00～21:00,,https://www.choushimaru.co.jp/,銚子港をはじめ、世界中の海から新鮮な旬のネタを仕入れ、捌きたて握りたてでご提供いたします。毎日捌く新鮮な魚の「あら」をたっぷり使った「あら汁」も絶品!平日(月～金)OPENから14時までは自慢の「あら汁」が無料で飲み放題。(土・日・祝日・GW・お盆・年末年始等の繁忙時期を除きます。)こだわりのデザートや一品料理もおすすめです。お持ち帰りもぜひご利用くださいませ!
"優待カード提示で小学生以下のお子様にお好きなデザート又はソフトドリンクをプレゼント!
(ご利用の際は従業員にお声がけ下さい)
※お子様1人につきどちらか1つをお選びください",飲食,すし銚子丸　酒々井プレミアム・アウトレット店,285-0912,千葉県,千葉県印旛郡飯積2丁目4-1　プレミアム・アウトレット内1335区,043-310-5548,,,11:00～21:00,,https://www.choushimaru.co.jp/,銚子港をはじめ、世界中の海から新鮮な旬のネタを仕入れ、捌きたて握りたてでご提供いたします。毎日捌く新鮮な魚の「あら」をたっぷり使った「あら汁」も絶品!平日(月～金)OPENから14時までは自慢の「あら汁」が無料で飲み放題。(土・日・祝日・GW・お盆・年末年始等の繁忙時期を除きます。)こだわりのデザートや一品料理もおすすめです。お持ち帰りもぜひご利用くださいませ!
"優待カード提示で小学生以下のお子様にお好きなデザート又はソフトドリンクをプレゼント!
(ご利用の際は従業員にお声がけ下さい)
※お子様1人につきどちらか1つをお選びください",飲食,すし銚子丸　薬円台店,274-0077,千葉県,千葉県船橋市薬円台1-19-3,047-463-1026,,,11:00～21:00,,https://www.choushimaru.co.jp/,銚子港をはじめ、世界中の海から新鮮な旬のネタを仕入れ、捌きたて握りたてでご提供いたします。毎日捌く新鮮な魚の「あら」をたっぷり使った「あら汁」も絶品!平日(月～金)OPENから14時までは自慢の「あら汁」が無料で飲み放題。(土・日・祝日・GW・お盆・年末年始等の繁忙時期を除きます。)こだわりのデザートや一品料理もおすすめです。お持ち帰りもぜひご利用くださいませ!
"優待カード提示で小学生以下のお子様にお好きなデザート又はソフトドリンクをプレゼント!
(ご利用の際は従業員にお声がけ下さい)
※お子様1人につきどちらか1つをお選びください",飲食,すし銚子丸　北習志野店,274-0063,千葉県,千葉県船橋市習志野台2-12-1,047-456-3397,,,11:00～21:00,,https://www.choushimaru.co.jp/,銚子港をはじめ、世界中の海から新鮮な旬のネタを仕入れ、捌きたて握りたてでご提供いたします。毎日捌く新鮮な魚の「あら」をたっぷり使った「あら汁」も絶品!平日(月～金)OPENから14時までは自慢の「あら汁」が無料で飲み放題。(土・日・祝日・GW・お盆・年末年始等の繁忙時期を除きます。)こだわりのデザートや一品料理もおすすめです。お持ち帰りもぜひご利用くださいませ!
"優待カード提示で小学生以下のお子様にお好きなデザート又はソフトドリンクをプレゼント!
(ご利用の際は従業員にお声がけ下さい)
※お子様1人につきどちらか1つをお選びください",飲食,すし銚子丸　鎌ヶ谷店,273-0102,千葉県,千葉県鎌ケ谷市右京塚2-20,047-441-9800,,,11:00～21:00,,https://www.choushimaru.co.jp/,銚子港をはじめ、世界中の海から新鮮な旬のネタを仕入れ、捌きたて握りたてでご提供いたします。毎日捌く新鮮な魚の「あら」をたっぷり使った「あら汁」も絶品!平日(月～金)OPENから14時までは自慢の「あら汁」が無料で飲み放題。(土・日・祝日・GW・お盆・年末年始等の繁忙時期を除きます。)こだわりのデザートや一品料理もおすすめです。お持ち帰りもぜひご利用くださいませ!
"優待カード提示で小学生以下のお子様にお好きなデザート又はソフトドリンクをプレゼント!
(ご利用の際は従業員にお声がけ下さい)
※お子様1人につきどちらか1つをお選びください",飲食,すし銚子丸　志津店,285-0856,千葉県,千葉県佐倉市井野町60-2,043-460-5300,,,11:00～21:00,,https://www.choushimaru.co.jp/,銚子港をはじめ、世界中の海から新鮮な旬のネタを仕入れ、捌きたて握りたてでご提供いたします。毎日捌く新鮮な魚の「あら」をたっぷり使った「あら汁」も絶品!平日(月～金)OPENから14時までは自慢の「あら汁」が無料で飲み放題。(土・日・祝日・GW・お盆・年末年始等の繁忙時期を除きます。)こだわりのデザートや一品料理もおすすめです。お持ち帰りもぜひご利用くださいませ!
"優待カード提示で小学生以下のお子様にお好きなデザート又はソフトドリンクをプレゼント!
(ご利用の際は従業員にお声がけ下さい)
※お子様1人につきどちらか1つをお選びください",飲食,すし銚子丸　千葉ニュータウン店,270-1360,千葉県,千葉県印西市泉野1-144-6　カインズホーム千葉ニュータウン店駐車場内,0476-40-7005,,,11:00～21:00,,https://www.choushimaru.co.jp/,銚子港をはじめ、世界中の海から新鮮な旬のネタを仕入れ、捌きたて握りたてでご提供いたします。毎日捌く新鮮な魚の「あら」をたっぷり使った「あら汁」も絶品!平日(月～金)OPENから14時までは自慢の「あら汁」が無料で飲み放題。(土・日・祝日・GW・お盆・年末年始等の繁忙時期を除きます。)こだわりのデザートや一品料理もおすすめです。お持ち帰りもぜひご利用くださいませ!
"優待カード提示で小学生以下のお子様にお好きなデザート又はソフトドリンクをプレゼント!
(ご利用の際は従業員にお声がけ下さい)
※お子様1人につきどちらか1つをお選びください",飲食,すし銚子丸　浦安店,279-0004,千葉県,千葉県浦安市猫実2-33-24,047-351-9922,,,11:00～21:00,,https://www.choushimaru.co.jp/,銚子港をはじめ、世界中の海から新鮮な旬のネタを仕入れ、捌きたて握りたてでご提供いたします。毎日捌く新鮮な魚の「あら」をたっぷり使った「あら汁」も絶品!平日(月～金)OPENから14時までは自慢の「あら汁」が無料で飲み放題。(土・日・祝日・GW・お盆・年末年始等の繁忙時期を除きます。)こだわりのデザートや一品料理もおすすめです。お持ち帰りもぜひご利用くださいませ!
"優待カード提示で小学生以下のお子様にお好きなデザート又はソフトドリンクをプレゼント!
(ご利用の際は従業員にお声がけ下さい)
※お子様1人につきどちらか1つをお選びください",飲食,すし銚子丸　西船橋店,273-0031,千葉県,千葉県船橋市西船4-31-22,047-495-8800,,,11:00～21:00,,https://www.choushimaru.co.jp/,銚子港をはじめ、世界中の海から新鮮な旬のネタを仕入れ、捌きたて握りたてでご提供いたします。毎日捌く新鮮な魚の「あら」をたっぷり使った「あら汁」も絶品!平日(月～金)OPENから14時までは自慢の「あら汁」が無料で飲み放題。(土・日・祝日・GW・お盆・年末年始等の繁忙時期を除きます。)こだわりのデザートや一品料理もおすすめです。お持ち帰りもぜひご利用くださいませ!
